,tweet,Cleaned_tweet,POS_tagged,Lemma,stemming
358,Mereka hanya menyerang orang lemah generasi penerus negri ini tapi takut dengan teroris di papua. #PercumaLaporPolisi #PolisiSesuaiProsedur,mereka hanya menyerang orang lemah generasi penerus negri ini tapi takut dengan teroris di papua percumalaporpolisi polisisesuaiprosedur,"[('menyerang', 'n'), ('orang', 'v'), ('lemah', 'a'), ('generasi', 'n'), ('penerus', 'n'), ('negri', 'a'), ('takut', 'n'), ('teroris', 'a'), ('papua', 'n'), ('percumalaporpolisi', 'n'), ('polisisesuaiprosedur', 'n')]",  menyerang orang lemah generasi penerus negri takut teroris papua percumalaporpolisi polisisesuaiprosedur,serang orang lemah generasi terus negri takut teroris papua percumalaporpolisi polisisesuaiprosedur
359,@P3nj3l4j4h_id @kakangMasBDR @nadiemmakarim @Kemdikbud_RI #PercumaLaporPolisi nanti si adik akan jadi tersangka pencemaran nama baik secara individual dan pencemaran nama baik guru..  Wkwkwkw, p nj l j h id kakangmasbdr nadiemmakarim kemdikbud ri percumalaporpolisi nanti si adik akan jadi tersangka pencemaran nama baik secara individual dan pencemaran nama baik guru wkwkwkw,"[('p', 'n'), ('nj', None), ('l', 'n'), ('j', 'n'), ('h', 'n'), ('id', 'a'), ('kakangmasbdr', 'n'), ('nadiemmakarim', 'a'), ('kemdikbud', 'n'), ('ri', 'n'), ('percumalaporpolisi', 'n'), ('si', 'n'), ('adik', 'n'), ('tersangka', 'n'), ('pencemaran', 'n'), ('nama', 'n'), ('individual', 'a'), ('pencemaran', 'n'), ('nama', 'n'), ('guru', 'n'), ('wkwkwkw', 'n')]",  p nj l j h id kakangmasbdr nadiemmakarim kemdikbud ri percumalaporpolisi si adik tersangka pencemaran nama individual pencemaran nama guru wkwkwkw,p nj l j h id kakangmasbdr nadiemmakarim kemdikbud ri percumalaporpolisi si adik sangka cemar nama individual cemar nama guru wkwkwkw
360,Kenapa Indonesia orang2nya sibuk buat citra? Karena citra itu lebih penting daripada pembenahan itu sendiri. Karena citra itu lebih muda dibentuk drpd memupuk integritas.  #PolisiTegasHumanis #polisisesuaiprosedur #PercumaLaporPolisi,kenapa indonesia orang nya sibuk buat citra karena citra itu lebih penting daripada pembenahan itu sendiri karena citra itu lebih muda dibentuk drpd memupuk integritas polisitegashumanis polisisesuaiprosedur percumalaporpolisi,"[('indonesia', 'n'), ('orang', 'n'), ('nya', 'a'), ('sibuk', 'n'), ('citra', 'a'), ('citra', 'n'), ('pembenahan', 'n'), ('citra', 'n'), ('muda', 'n'), ('dibentuk', 'n'), ('drpd', 'n'), ('memupuk', 'n'), ('integritas', 'n'), ('polisitegashumanis', 'v'), ('polisisesuaiprosedur', 'a'), ('percumalaporpolisi', 'n')]",  indonesia orang nya sibuk citra citra pembenahan citra muda dibentuk drpd memupuk integritas polisitegashumanis polisisesuaiprosedur percumalaporpolisi,indonesia orang nya sibuk citra citra benah citra muda bentuk drpd pupuk integritas polisitegashumanis polisisesuaiprosedur percumalaporpolisi
361,@AksiLangsung #PercumaLaporPolisi, aksilangsung percumalaporpolisi,"[('aksilangsung', 'n'), ('percumalaporpolisi', 'n')]",  aksilangsung percumalaporpolisi,aksilangsung percumalaporpolisi
362,@AksiLangsung Astaghfirullah Itu penanganannya apa memang harus begitu kah ? Adakah undangan undangannya ?  Gaji kalian itu dari mana asalnya ? @DivHumas_Polri @TwetPolisi @PolhukamRI hiiihhhh #polisisesuaiprosedur #PercumaLaporPolisi #PolisiTegasHumanis, aksilangsung astaghfirullah itu penanganannya apa memang harus begitu kah adakah undangan undangannya gaji kalian itu dari mana asalnya divhumas polri twetpolisi polhukamri hiiihhhh polisisesuaiprosedur percumalaporpolisi polisitegashumanis,"[('aksilangsung', 'n'), ('astaghfirullah', 'n'), ('penanganannya', 'n'), ('kah', 'n'), ('adakah', 'n'), ('undangan', 'a'), ('undangannya', 'a'), ('gaji', 'n'), ('asalnya', 'n'), ('divhumas', 'n'), ('polri', 'n'), ('twetpolisi', 'n'), ('polhukamri', 'n'), ('hiiihhhh', 'n'), ('polisisesuaiprosedur', 'n'), ('percumalaporpolisi', 'n'), ('polisitegashumanis', 'n')]",  aksilangsung astaghfirullah penanganannya kah adakah undangan undangannya gaji asalnya divhumas polri twetpolisi polhukamri hiiihhhh polisisesuaiprosedur percumalaporpolisi polisitegashumanis,aksilangsung astaghfirullah tangan undang undang gaji asal divhumas polri twetpolisi polhukamri hiiihhhh polisisesuaiprosedur percumalaporpolisi polisitegashumanis
363,#PercumaLaporPolisi kalo doi sendiri yang ngelakuin ini. Sadis bung, percumalaporpolisi kalo doi sendiri yang ngelakuin ini sadis bung,"[('percumalaporpolisi', 'n'), ('kalo', 'n'), ('doi', 'n'), ('ngelakuin', 'a'), ('sadis', 'n')]",  percumalaporpolisi kalo doi ngelakuin sadis,percumalaporpolisi kalo doi ngelakuin sadis
364,@txtdaritng #PercumaLaporPolisi, txtdaritng percumalaporpolisi,"[('txtdaritng', 'n'), ('percumalaporpolisi', 'n')]",  txtdaritng percumalaporpolisi,txtdaritng percumalaporpolisi
365,@P3nj3l4j4h_id @kakangMasBDR @DivHumas_Polri @M1_nusaputra #PercumaLaporPolisi, p nj l j h id kakangmasbdr divhumas polri m nusaputra percumalaporpolisi,"[('p', 'n'), ('nj', None), ('l', 'n'), ('j', 'n'), ('h', 'n'), ('id', 'a'), ('kakangmasbdr', 'n'), ('divhumas', 'n'), ('polri', 'n'), ('m', 'n'), ('nusaputra', 'a'), ('percumalaporpolisi', 'n')]",  p nj l j h id kakangmasbdr divhumas polri m nusaputra percumalaporpolisi,p nj l j h id kakangmasbdr divhumas polri m nusaputra percumalaporpolisi
366,@ilhambala Viralkan terus kebiadaban Polri yg spt ini #PercumaLaporPolisi, ilhambala viralkan terus kebiadaban polri yg spt ini percumalaporpolisi,"[('ilhambala', 'n'), ('viralkan', 'n'), ('kebiadaban', 'n'), ('polri', 'n'), ('yg', 'n'), ('spt', 'n'), ('percumalaporpolisi', 'n')]",  ilhambala viralkan kebiadaban polri yg spt percumalaporpolisi,ilhambala viralkan biadab polri yg spt percumalaporpolisi
367,"Saat #PercumaLaporPolisi masih jadi trending topic, kmbl polisi berulah pukuli mahasiswa &amp; warga yg demo. Meskipun demonstran bukan kerabat atau anak, tapi mrk saudara sebangsa yg menggaji &amp; memfasilitasi profesi anda. Semua manusia akan mati, jgn sewenang2. Tlg Pak @ListyoSigitP",saat percumalaporpolisi masih jadi trending topic kmbl polisi berulah pukuli mahasiswa amp warga yg demo meskipun demonstran bukan kerabat atau anak tapi mrk saudara sebangsa yg menggaji amp memfasilitasi profesi anda semua manusia akan mati jgn sewenang tlg pak listyosigitp,"[('percumalaporpolisi', 'n'), ('trending', 'v'), ('topic', 'n'), ('kmbl', 'n'), ('polisi', 'n'), ('berulah', 'n'), ('pukuli', 'n'), ('mahasiswa', 'n'), ('amp', 'n'), ('warga', 'n'), ('yg', 'n'), ('demo', 'n'), ('demonstran', 'n'), ('kerabat', 'n'), ('anak', 'n'), ('mrk', 'n'), ('saudara', 'n'), ('sebangsa', 'n'), ('yg', 'n'), ('menggaji', 'n'), ('amp', 'n'), ('memfasilitasi', 'n'), ('profesi', 'n'), ('manusia', 'n'), ('mati', 'n'), ('jgn', 'n'), ('sewenang', 'n'), ('tlg', 'n'), ('listyosigitp', 'n')]",  percumalaporpolisi trend topic kmbl polisi berulah pukuli mahasiswa amp warga yg demo demonstran kerabat anak mrk saudara sebangsa yg menggaji amp memfasilitasi profesi manusia mati jgn sewenang tlg listyosigitp,percumalaporpolisi trend topic kmbl polisi ulah pukul mahasiswa amp warga yg demo demonstran kerabat anak mrk saudara bangsa yg gaji amp fasilitas profesi manusia mati jgn wenang tlg listyosigitp
368,"@TirtoID Segera usut dan tindak oknum petugas yang melanggar hukum secara transparan, jangan sampai hestek #PercumaLaporPolisi berubah jadi #BubarkanSajaPolisi", tirtoid segera usut dan tindak oknum petugas yang melanggar hukum secara transparan jangan sampai hestek percumalaporpolisi berubah jadi bubarkansajapolisi,"[('tirtoid', 'a'), ('usut', 'a'), ('tindak', 'n'), ('oknum', 'n'), ('petugas', 'n'), ('melanggar', 'n'), ('hukum', 'n'), ('transparan', 'n'), ('hestek', 'a'), ('percumalaporpolisi', 'n'), ('berubah', 'n'), ('bubarkansajapolisi', 'n')]",  tirtoid usut tindak oknum petugas melanggar hukum transparan hestek percumalaporpolisi berubah bubarkansajapolisi,tirtoid usut tindak oknum tugas langgar hukum transparan hestek percumalaporpolisi ubah bubarkansajapolisi
369,"@AksiLangsung Pengecutt, bebas main banting mentang2 full armor, muka full mask, auto anonymous, mana kabur, ga ada sanski pula. #PercumaLaporPolisi  #polisisesuaiprosedur", aksilangsung pengecutt bebas main banting mentang full armor muka full mask auto anonymous mana kabur ga ada sanski pula percumalaporpolisi polisisesuaiprosedur,"[('aksilangsung', 'n'), ('pengecutt', 'n'), ('bebas', 'n'), ('main', 'a'), ('banting', 'n'), ('mentang', 'n'), ('full', 'a'), ('armor', 'n'), ('muka', None), ('full', 'a'), ('mask', 'n'), ('auto', 'n'), ('anonymous', 'a'), ('kabur', 'n'), ('ga', 'n'), ('sanski', 'a'), ('percumalaporpolisi', 'n'), ('polisisesuaiprosedur', 'n')]",  aksilangsung pengecutt bebas main banting mentang full armor muka full mask auto anonymous kabur ga sanski percumalaporpolisi polisisesuaiprosedur,aksilangsung pengecutt bebas main banting mentang full armor muka full mask auto anonymous kabur ga sanski percumalaporpolisi polisisesuaiprosedur
370,@nuicemedia Makin #PercumaLaporPolisi, nuicemedia makin percumalaporpolisi,"[('nuicemedia', 'a'), ('percumalaporpolisi', 'n')]",  nuicemedia percumalaporpolisi,nuicemedia percumalaporpolisi
371,"@RivaldiEka_S @AREAJULID sadar tapi kan mayoritas muka tembok semua wkwk asli hukumnya tuh bnr2 udh gak masuk dilogika, even itu logika dasar wkwk, ada org bela diri kok dipenjara, trs kita harus pasrah mati gt? sekalinya lapor jg paling dibiarin hahahah ", rivaldieka s areajulid sadar tapi kan mayoritas muka tembok semua wkwk asli hukumnya tuh bnr udh gak masuk dilogika even itu logika dasar wkwk ada org bela diri kok dipenjara trs kita harus pasrah mati gt sekalinya lapor jg paling dibiarin hahahah ,"[('rivaldieka', 'n'), ('s', 'n'), ('areajulid', 'a'), ('sadar', 'n'), ('mayoritas', 'n'), ('muka', 'v'), ('tembok', 'a'), ('wkwk', 'n'), ('asli', 'n'), ('hukumnya', 'n'), ('tuh', 'n'), ('bnr', 'n'), ('udh', 'a'), ('gak', 'n'), ('masuk', 'n'), ('dilogika', None), ('even', 'r'), ('logika', 'a'), ('dasar', 'n'), ('wkwk', 'n'), ('org', 'n'), ('bela', 'n'), ('dipenjara', 'n'), ('trs', 'n'), ('pasrah', 'n'), ('mati', 'n'), ('gt', 'n'), ('sekalinya', 'n'), ('lapor', 'n'), ('jg', 'n'), ('dibiarin', 'n'), ('hahahah', 'n')]",  rivaldieka s areajulid sadar mayoritas muka tembok wkwk asli hukumnya tuh bnr udh gak masuk dilogika even logika dasar wkwk org bela dipenjara trs pasrah mati gt sekalinya lapor jg dibiarin hahahah,rivaldieka s areajulid sadar mayoritas muka tembok wkwk asli hukum tuh bnr udh gak masuk logika even logika dasar wkwk org bela penjara trs pasrah mati gt sekali lapor jg dibiarin hahahah
372,@TirtoID Kayak gitu kog ga mau rakyat pasang taggar  #PercumaLaporPolisi, tirtoid kayak gitu kog ga mau rakyat pasang taggar percumalaporpolisi,"[('tirtoid', 'a'), ('kayak', 'n'), ('gitu', 'n'), ('kog', 'n'), ('ga', 'n'), ('rakyat', 'n'), ('pasang', 'n'), ('taggar', 'n'), ('percumalaporpolisi', 'n')]",  tirtoid kayak gitu kog ga rakyat pasang taggar percumalaporpolisi,tirtoid kayak gitu kog ga rakyat pasang taggar percumalaporpolisi
373,Oiya lupa #PercumaLaporPolisi,oiya lupa percumalaporpolisi,"[('oiya', 'a'), ('lupa', 'n'), ('percumalaporpolisi', 'n')]",  oiya lupa percumalaporpolisi,oiya lupa percumalaporpolisi
374,"@nuicemedia Pengen mensen @M1_nusaputra, tp tab beliau masih penuh sama yg kmrn.  Gimana ya #PercumaLaporPolisi", nuicemedia pengen mensen m nusaputra tp tab beliau masih penuh sama yg kmrn gimana ya percumalaporpolisi,"[('nuicemedia', 'r'), ('pengen', 'n'), ('mensen', 'n'), ('m', 'v'), ('nusaputra', 'a'), ('tp', 'n'), ('tab', 'n'), ('beliau', 'n'), ('penuh', 'n'), ('yg', 'n'), ('kmrn', 'n'), ('gimana', 'n'), ('ya', 'n'), ('percumalaporpolisi', 'n')]",  nuicemedia pengen mensen m nusaputra tp tab beliau penuh yg kmrn gimana ya percumalaporpolisi,nuicemedia ken sen m nusaputra tp tab beliau penuh yg kmrn gimana percumalaporpolisi
375,Berani lapor..? Dijamin bakal tambah masalah..🤣 #PercumaLaporPolisi trending,berani lapor dijamin bakal tambah masalah percumalaporpolisi trending,"[('berani', 'n'), ('lapor', 'n'), ('dijamin', 'n'), ('percumalaporpolisi', 'n'), ('trending', 'v')]",  berani lapor dijamin percumalaporpolisi trend,berani lapor jamin percumalaporpolisi trend
376,"Kelak akan ku bilang; ""Nak jadilah orang pintar agar kelak tidak menjadi polisi"" #PolriSesuaiProsedur  #PercumaLaporPolisi  https://t.co/QFUIZBs5WT",kelak akan ku bilang nak jadilah orang pintar agar kelak tidak menjadi polisi polrisesuaiprosedur percumalaporpolisi ,"[('kelak', 'n'), ('ku', 'n'), ('bilang', 'n'), ('nak', 'a'), ('orang', 'n'), ('pintar', 'n'), ('kelak', 'n'), ('polisi', 'n'), ('polrisesuaiprosedur', 'n'), ('percumalaporpolisi', 'n')]",  kelak ku bilang nak orang pintar kelak polisi polrisesuaiprosedur percumalaporpolisi,kelak ku bilang nak orang pintar kelak polisi polrisesuaiprosedur percumalaporpolisi
377,Biadab! #PercumaLaporPolisi,biadab percumalaporpolisi,"[('biadab', 'n'), ('percumalaporpolisi', 'n')]",  biadab percumalaporpolisi,biadab percumalaporpolisi
378,Ini sudah biadab  #PercumaLaporPolisi,ini sudah biadab percumalaporpolisi,"[('biadab', 'n'), ('percumalaporpolisi', 'n')]",  biadab percumalaporpolisi,biadab percumalaporpolisi
379,@TofaTofa_id #PercumaLaporPolisi, tofatofa id percumalaporpolisi,"[('tofatofa', 'n'), ('id', 'n'), ('percumalaporpolisi', 'n')]",  tofatofa id percumalaporpolisi,tofatofa id percumalaporpolisi
380,@imanlagi #PolriSesuaiProsedur #PercumaLaporPolisi @DivHumas_Polri @jokowi, imanlagi polrisesuaiprosedur percumalaporpolisi divhumas polri jokowi,"[('imanlagi', 'n'), ('polrisesuaiprosedur', 'n'), ('percumalaporpolisi', 'n'), ('divhumas', 'n'), ('polri', 'n'), ('jokowi', 'n')]",  imanlagi polrisesuaiprosedur percumalaporpolisi divhumas polri jokowi,imanlagi polrisesuaiprosedur percumalaporpolisi divhumas polri jokowi
381,"Respresif sip sip, lagi dan lagi oknum aparat melakukan tindakan respresifitas.  #PercumaLaporPolisi  https://t.co/x502ZZdkaR",respresif sip sip lagi dan lagi oknum aparat melakukan tindakan respresifitas percumalaporpolisi ,"[('respresif', 'n'), ('sip', 'n'), ('sip', 'n'), ('oknum', 'n'), ('aparat', 'n'), ('tindakan', 'n'), ('respresifitas', 'n'), ('percumalaporpolisi', 'v')]",  respresif sip sip oknum aparat tindakan respresifitas percumalaporpolisi,respresif sip sip oknum aparat tindak respresifitas percumalaporpolisi
382,@SelasaPagi_ #PercumaLaporPolisi, selasapagi percumalaporpolisi,"[('selasapagi', 'n'), ('percumalaporpolisi', 'n')]",  selasapagi percumalaporpolisi,selasapagi percumalaporpolisi
383,"@FerdinandHaean3 Opas Belanda bertindak berlebihan dlm naganin demo, jk Mahasiswa angkat senjata seoerti di Miyanmar, bar mikir.. Cc. @mohmahfudmd n @kompolnas_ri #PercumaLaporPolisi  #PercumaLaporPolisi #PercumaLaporPolisi  https://t.co/EJ4i8M02NF", ferdinandhaean opas belanda bertindak berlebihan dlm naganin demo jk mahasiswa angkat senjata seoerti di miyanmar bar mikir cc mohmahfudmd n kompolnas ri percumalaporpolisi percumalaporpolisi percumalaporpolisi ,"[('ferdinandhaean', 'a'), ('opas', 'n'), ('belanda', 'n'), ('bertindak', 'n'), ('dlm', 'n'), ('naganin', 'n'), ('demo', 'n'), ('jk', 'n'), ('mahasiswa', 'n'), ('angkat', 'n'), ('senjata', 'n'), ('seoerti', 'n'), ('miyanmar', 'n'), ('bar', 'n'), ('mikir', 'n'), ('cc', 'n'), ('mohmahfudmd', 'n'), ('n', 'a'), ('kompolnas', 'n'), ('ri', 'v'), ('percumalaporpolisi', 'a'), ('percumalaporpolisi', 'n'), ('percumalaporpolisi', 'n')]",  ferdinandhaean opas belanda bertindak dlm naganin demo jk mahasiswa angkat senjata seoerti miyanmar bar mikir cc mohmahfudmd n kompolnas ri percumalaporpolisi percumalaporpolisi percumalaporpolisi,ferdinandhaean opas belanda tindak dlm naganin demo jk mahasiswa angkat senjata seoerti miyanmar bar mikir cc mohmahfudmd n kompolnas ri percumalaporpolisi percumalaporpolisi percumalaporpolisi
384,@AREAJULID #PercumaLaporPolisi, areajulid percumalaporpolisi,"[('areajulid', 'a'), ('percumalaporpolisi', 'n')]",  areajulid percumalaporpolisi,areajulid percumalaporpolisi
385,"@kompascom Opas Belanda bertindak berlebihan dlm naganin demo, jk Mahasiswa angkat senjata seoerti di Miyanmar, bar mikir.. Cc. @mohmahfudmd n @kompolnas_ri #PercumaLaporPolisi  #PercumaLaporPolisi #PercumaLaporPolisi  https://t.co/EJ4i8M02NF", kompascom opas belanda bertindak berlebihan dlm naganin demo jk mahasiswa angkat senjata seoerti di miyanmar bar mikir cc mohmahfudmd n kompolnas ri percumalaporpolisi percumalaporpolisi percumalaporpolisi ,"[('kompascom', 'n'), ('opas', None), ('belanda', 'v'), ('bertindak', 'n'), ('dlm', 'n'), ('naganin', 'n'), ('demo', 'n'), ('jk', 'n'), ('mahasiswa', 'n'), ('angkat', 'n'), ('senjata', 'n'), ('seoerti', 'n'), ('miyanmar', 'n'), ('bar', 'n'), ('mikir', 'n'), ('cc', 'n'), ('mohmahfudmd', 'n'), ('n', 'a'), ('kompolnas', 'n'), ('ri', 'v'), ('percumalaporpolisi', 'a'), ('percumalaporpolisi', 'n'), ('percumalaporpolisi', 'n')]",  kompascom opas belanda bertindak dlm naganin demo jk mahasiswa angkat senjata seoerti miyanmar bar mikir cc mohmahfudmd n kompolnas ri percumalaporpolisi percumalaporpolisi percumalaporpolisi,kompascom opas belanda tindak dlm naganin demo jk mahasiswa angkat senjata seoerti miyanmar bar mikir cc mohmahfudmd n kompolnas ri percumalaporpolisi percumalaporpolisi percumalaporpolisi
386,mind blowing #PercumaLaporPolisi,mind blowing percumalaporpolisi,"[('mind', 'n'), ('blowing', 'n'), ('percumalaporpolisi', 'n')]",  mind blowing percumalaporpolisi,mind blowing percumalaporpolisi
387,Semboyan polri melayani dan mengayomi. Pada kenyataannya apakah masyarakat yang pernah berurusan dengan polisi pernah merasakan dilayani dan di ayomi ??? #PolriSesuaiProsedur  #PercumaLaporPolisi,semboyan polri melayani dan mengayomi pada kenyataannya apakah masyarakat yang pernah berurusan dengan polisi pernah merasakan dilayani dan di ayomi polrisesuaiprosedur percumalaporpolisi,"[('semboyan', 'a'), ('polri', 'n'), ('melayani', 'n'), ('mengayomi', 'n'), ('kenyataannya', 'n'), ('masyarakat', 'n'), ('berurusan', 'n'), ('polisi', 'a'), ('merasakan', 'n'), ('dilayani', 'n'), ('ayomi', 'n'), ('polrisesuaiprosedur', 'n'), ('percumalaporpolisi', 'n')]",  semboyan polri melayani mengayomi kenyataannya masyarakat berurusan polisi merasakan dilayani ayomi polrisesuaiprosedur percumalaporpolisi,semboyan polri layan ayom nyata masyarakat urus polisi rasa layan ayom polrisesuaiprosedur percumalaporpolisi
388,@QaillaAsyiqah @msaid_didu #PercumaLaporPolisi, qaillaasyiqah msaid didu percumalaporpolisi,"[('qaillaasyiqah', 'n'), ('msaid', 'v'), ('didu', 'n'), ('percumalaporpolisi', 'n')]",  qaillaasyiqah msaid didu percumalaporpolisi,qaillaasyiqah msaid didu percumalaporpolisi
389,"@PutraWadapi Opas Belanda bertindak berlebihan dlm naganin demo, jk Mahasiswa angkat senjata seoerti di Miyanmar, bar mikir.. Cc. @mohmahfudmd n @kompolnas_ri #PercumaLaporPolisi  #PercumaLaporPolisi #PercumaLaporPolisi  https://t.co/EJ4i8M02NF", putrawadapi opas belanda bertindak berlebihan dlm naganin demo jk mahasiswa angkat senjata seoerti di miyanmar bar mikir cc mohmahfudmd n kompolnas ri percumalaporpolisi percumalaporpolisi percumalaporpolisi ,"[('putrawadapi', 'n'), ('opas', None), ('belanda', 'v'), ('bertindak', 'n'), ('dlm', 'n'), ('naganin', 'n'), ('demo', 'n'), ('jk', 'n'), ('mahasiswa', 'n'), ('angkat', 'n'), ('senjata', 'n'), ('seoerti', 'n'), ('miyanmar', 'n'), ('bar', 'n'), ('mikir', 'n'), ('cc', 'n'), ('mohmahfudmd', 'n'), ('n', 'a'), ('kompolnas', 'n'), ('ri', 'v'), ('percumalaporpolisi', 'a'), ('percumalaporpolisi', 'n'), ('percumalaporpolisi', 'n')]",  putrawadapi opas belanda bertindak dlm naganin demo jk mahasiswa angkat senjata seoerti miyanmar bar mikir cc mohmahfudmd n kompolnas ri percumalaporpolisi percumalaporpolisi percumalaporpolisi,putrawadapi opas belanda tindak dlm naganin demo jk mahasiswa angkat senjata seoerti miyanmar bar mikir cc mohmahfudmd n kompolnas ri percumalaporpolisi percumalaporpolisi percumalaporpolisi
